Date,Open,High,Low,Close,Volume,Adj Close
1972-12-31,100.0,100.0,100.0,100.0,0,100.0
1973-01-31,98.50929768,98.50929768,98.50929768,98.50929768,0,98.50929768
1973-02-28,95.03688336,95.03688336,95.03688336,95.03688336,0,95.03688336
1973-03-31,95.11372368,95.11372368,95.11372368,95.11372368,0,95.11372368
1973-04-30,91.47149224,91.47149224,91.47149224,91.47149224,0,91.47149224
1973-05-31,89.98386353,89.98386353,89.98386353,89.98386353,0,89.98386353
1973-06-30,89.6234824,89.6234824,89.6234824,89.6234824,0,89.6234824
1973-07-31,93.26878746,93.26878746,93.26878746,93.26878746,0,93.26878746
1973-08-31,90.08836637,90.08836637,90.08836637,90.08836637,0,90.08836637
1973-09-30,93.93422468,93.93422468,93.93422468,93.93422468,0,93.93422468
1973-10-31,94.08944214,94.08944214,94.08944214,94.08944214,0,94.08944214
1973-11-30,83.65452590000001,83.65452590000001,83.65452590000001,83.65452590000001,0,83.65452590000001
1973-12-31,85.31120332,85.31120332,85.31120332,85.31120332,0,85.31120332
1974-01-31,84.69878592,84.69878592,84.69878592,84.69878592,0,84.69878592
1974-02-28,84.63731366,84.63731366,84.63731366,84.63731366,0,84.63731366
1974-03-31,82.90456432,82.90456432,82.90456432,82.90456432,0,82.90456432
1974-04-30,79.93161211,79.93161211,79.93161211,79.93161211,0,79.93161211
1974-05-31,77.51575227,77.51575227,77.51575227,77.51575227,0,77.51575227
1974-06-30,76.63593054,76.63593054,76.63593054,76.63593054,0,76.63593054
1974-07-31,70.95051483,70.95051483,70.95051483,70.95051483,0,70.95051483
1974-08-31,64.82249885,64.82249885,64.82249885,64.82249885,0,64.82249885
1974-09-30,57.35669279,57.35669279,57.35669279,57.35669279,0,57.35669279
1974-10-31,66.99784847,66.99784847,66.99784847,66.99784847,0,66.99784847
1974-11-30,63.72445059,63.72445059,63.72445059,63.72445059,0,63.72445059
1974-12-31,62.73167358,62.73167358,62.73167358,62.73167358,0,62.73167358
1975-01-31,70.71077301,70.71077301,70.71077301,70.71077301,0,70.71077301
1975-02-28,75.22053174,75.22053174,75.22053174,75.22053174,0,75.22053174
1975-03-31,77.12924543,77.12924543,77.12924543,77.12924543,0,77.12924543
