Date,XLU,XLB,XLI,XLE,XLY,XLP,XLV,XLK,XLF,Cash,Total
2008-Jan-02,10185.8,5327.7,8780.28,44361,7953.4,12264.5,16002.5,16873.5,-2495.68,29148.4,148401
2008-Jan-03,10171.3,5424.45,8787.12,44885.5,7864.48,12199.7,16098.7,16899.4,-2479.84,29148.4,148999
2008-Jan-04,10248.7,5260.62,8607,43245,7617.48,12147.8,15933.8,16240.4,-2409.44,29148.4,146040
2008-Jan-07,10461.7,5188.38,8499.84,43077.6,7644.65,12290.4,16249.8,16098.3,-2415.6,29148.4,146243
2008-Jan-08,10464.1,5108.4,8310.6,42324.3,7496.45,12199.7,16382.7,15672,-2327.6,29148.4,144779
2008-Jan-09,10577.8,5140.65,8335.68,42882.3,7550.79,12363.8,16675.8,15891.6,-2371.6,29148.4,146195
2008-Jan-10,10512.5,5210.31,8451.96,42703.7,7657,12385.4,16652.9,15917.4,-2412.08,29148.4,146228
2008-Jan-11,10510.1,5157.42,8308.32,42184.8,7474.22,12212.6,16703.3,15684.9,-2420,29148.4,144964
2008-Jan-14,10524.6,5330.28,8410.92,43021.8,7545.85,12160.8,16575,16001.4,-2453.44,29148.4,146266
2008-Jan-15,10413.3,5184.51,8235.36,41241.8,7407.53,12031.2,16387.2,15665.5,-2352.24,29148.4,143363
2008-Jan-16,10226.9,5011.65,8139.6,39869.1,7449.52,11988,16428.5,15323.1,-2391.84,29148.4,141193
2008-Jan-17,9832.46,4763.97,7923,38362.5,7326.02,11901.6,16112.4,15187.5,-2270.4,29148.4,138287
2008-Jan-18,9687.26,4818.15,7907.04,38446.2,7291.44,11728.8,15878.9,14922.6,-2244,29148.4,137585
2008-Jan-22,9353.3,4774.29,7934.4,37358.1,7434.7,11607.8,15301.8,14644.8,-2292.4,29148.4,135265
2008-Jan-23,9602.56,4856.85,8151,37704.1,7706.4,11750.4,15411.7,14774,-2455.2,29148.4,136650
2008-Jan-24,9341.2,4934.25,8198.88,39032.1,7782.97,11694.2,15352.2,14987.2,-2456.08,29148.4,138015
2008-Jan-25,9239.56,4958.76,8162.4,38334.6,7622.42,11534.4,15109.4,14754.6,-2391.84,29148.4,136473
2008-Jan-28,9384.76,5056.8,8283.24,39205.1,7748.39,11625.1,15301.8,14819.2,-2477.2,29148.4,138096
2008-Jan-29,9416.22,5082.6,8356.2,39645.9,7773.09,11659.7,15343,14948.4,-2515.04,29148.4,138858
2008-Jan-30,9367.82,5063.25,8390.4,39149.3,7723.69,11577.6,15164.4,14832.2,-2464,29148.4,137953
2008-Jan-31,9491.24,5153.55,8436,38836.8,8047.26,11750.4,15434.6,15019.5,-2564.32,29148.4,138753
2008-Feb-01,9657.6,5033.16,8402.7,41597,7461.49,11537.4,14898.4,16058.3,-2374.4,28501.6,140773
2008-Feb-04,9796.8,4954.44,8311.68,41626.2,7354.8,11466,14951.2,15725.6,-2305.6,28501.6,140383
2008-Feb-05,9501.6,4811.76,8100.78,39906.3,7148.23,11310.6,14678.4,15331.8,-2212,28501.6,137079
2008-Feb-06,9484.8,4778.55,8087.46,39358.3,7071.05,11264.4,14718,15162.1,-2186.4,28501.6,136240
2008-Feb-07,9434.4,4797,8089.68,40133.7,7207.25,11382,14660.8,15257.1,-2206.4,28501.6,137257
2008-Feb-08,9360,4899.09,8029.74,40722.5,7166.39,11256,14568.4,15141.7,-2169.6,28501.6,137476
2008-Feb-11,9436.8,4916.31,8109.66,41772,7241.3,11398.8,14524.4,15406.5,-2121.6,28501.6,139186
2008-Feb-12,9597.6,5004.87,8191.8,41748.6,7254.92,11550,14735.6,15440.5,-2180,28501.6,139845
2008-Feb-13,9552,4983.96,8338.32,42763,7347.99,11495.4,14713.6,15793.5,-2172,28501.6,141317
2008-Feb-14,9432,4920,8214,42395.8,7277.62,11436.6,14652,15481.2,-2112.8,28501.6,140198
2008-Feb-15,9564,4950.75,8162.94,42471.5,7316.21,11487,14665.2,15426.9,-2146.4,28501.6,140400
2008-Feb-19,9487.2,5073.75,8202.9,43870.8,7232.22,11671.8,14850,15284.3,-2143.2,28501.6,142031
2008-Feb-20,9506.4,5103.27,8229.54,44395.5,7332.1,11424,14806,15311.4,-2168,28501.6,142442
2008-Feb-21,9297.6,5034.39,8165.16,43177,7157.31,11466,14652,15284.3,-2129.6,28501.6,140606
2008-Feb-22,9460.8,5082.36,8247.3,43666.7,7313.94,11592,14682.8,15270.7,-2176,28501.6,141642
2008-Feb-25,9470.4,5199.21,8311.68,44914.3,7411.55,11608.8,14872,15359,-2176,28501.6,143473
2008-Feb-26,9592.8,5223.81,8318.34,45678,7484.19,11751.6,14740,15535.5,-2195.2,28501.6,144631
2008-Feb-27,9362.4,5222.58,8333.88,45083.4,7468.3,11592,14806,15549.1,-2204.8,28501.6,143714
2008-Feb-28,9300,5194.29,8273.94,45858.8,7291.24,11613,14634.4,15352.2,-2136,28501.6,143883
2008-Feb-29,9026.4,5027.01,8047.5,44337.2,7109.64,11394.6,14432,15039.8,-2066.4,28501.6,140849
2008-Mar-03,9964.98,5193.75,8680.08,42889,7687.5,12028.6,15476.9,16472.2,-2395.12,25872.6,141870
2008-Mar-04,10137.2,5068.75,8578.6,42053.5,7675.2,12019.8,15495.8,16494.5,-2381.96,25872.6,141014
2008-Mar-05,10108.5,5211.25,8691.88,43111.8,7677.66,12050.6,15467.4,16613.5,-2363.16,25872.6,142442
2008-Mar-06,9902.34,5165,8526.68,42248.4,7490.7,11940.8,15155.9,16382.9,-2281.38,25872.6,140404
2008-Mar-07,9839.7,4948.75,8403.96,41084.3,7419.36,11883.7,14981.3,16382.9,-2286.08,25872.6,138531
2008-Mar-10,9826.65,4842.5,8269.44,40577.4,7333.26,11822.3,14632,16204.3,-2221.22,25872.6,137159
2008-Mar-11,9996.3,5137.5,8550.28,42666.2,7532.52,12072.5,14773.6,16777.2,-2366.92,25872.6,141012
2008-Mar-12,9996.3,5063.75,8533.76,41719.3,7490.7,12041.8,14773.6,16606.1,-2327.44,25872.6,139770
2008-Mar-13,9964.98,5187.5,8651.76,42415.6,7498.08,12041.8,14754.7,16539.1,-2321.8,25872.6,140604
2008-Mar-14,9891.9,5096.25,8514.88,41641.3,7389.84,11835.4,14481,16330.8,-2256,25872.6,138798
2008-Mar-17,9897.12,4993.75,8472.4,40187.6,7291.44,11769.6,14462.1,16256.4,-2204.3,25872.6,136999
2008-Mar-18,10072,5168.75,8918.44,41942.1,7579.26,11984.7,14915.2,16985.5,-2389.48,25872.6,141049
2008-Mar-19,9873.63,4818.75,8592.76,39379.9,7478.4,12050.6,14721.7,16479.6,-2326.5,25872.6,136941
2008-Mar-20,9774.45,4787.5,8644.68,39441.2,7687.5,12125.2,14674.5,16658.2,-2474.08,26234.6,137554
2008-Mar-24,9805.77,4957.5,8840.56,40131.9,7943.34,12261.3,14868,17245.9,-2506.04,26234.6,139783
2008-Mar-25,9777.06,5106.25,8894.84,40532.9,7879.38,12292,14896.3,17260.8,-2498.52,26234.6,140376
2008-Mar-26,9813.6,5083.75,8824.04,41412.9,7731.78,12191,14750,16926,-2408.28,26234.6,140559
2008-Mar-27,9912.78,5070,8727.28,40995.2,7657.98,12252.5,14825.5,16792.1,-2370.68,26234.6,140097
2008-Mar-28,9821.43,5027.5,8694.24,40883.8,7510.38,12239.3,14787.8,16687.9,-2317.1,26234.6,139570
2008-Mar-31,9902.34,5021.25,8826.4,41251.4,7557.12,12230.5,14712.2,16665.6,-2337.78,26234.6,140064
2008-Apr-01,9768.92,5139.8,8491.5,41874.7,7800.3,11703,15264.9,16434.6,-2528.9,28524.3,142473
2008-Apr-02,9894.42,5174.52,8529.24,42457.5,7800.3,11707.1,15158.9,16634.3,-2527,28524.3,143354
2008-Apr-03,9841.71,5268.76,8491.5,42557.4,7824.6,11673.9,15110.7,16627.2,-2538.4,28524.3,143382
2008-Apr-04,9831.67,5320.84,8524.8,42907,7788.15,11773.6,15231.2,16570.1,-2504.2,28524.3,143967
2008-Apr-07,9874.34,5292.32,8471.52,43134.6,7758.99,11698.9,15404.7,16584.4,-2519.4,28524.3,144225
2008-Apr-08,9939.6,5341.92,8464.86,43623,7741.98,11694.7,15351.7,16484.6,-2490.9,28524.3,144676
2008-Apr-09,9914.5,5284.88,8382.72,43706.2,7571.88,11578.5,15279.4,16413.3,-2449.1,28524.3,144207
2008-Apr-10,9844.22,5298.52,8418.24,43623,7652.07,11607.5,15399.9,16548.7,-2433.9,28524.3,144483
2008-Apr-11,9856.77,5230.32,8087.46,43012.5,7511.13,11532.9,15197.5,16106.7,-2387.35,28524.3,142672
2008-Apr-14,9841.71,5204.28,8091.9,44000.4,7457.67,11528.7,15130,16042.5,-2331.3,28524.3,143490
2008-Apr-15,9949.64,5232.8,8129.64,44233.5,7447.95,11599.3,15115.5,16042.5,-2355.05,28524.3,143920
2008-Apr-16,10158,5483.28,8356.08,45732,7613.19,11665.7,15197.5,16698.5,-2418.7,28524.3,147010
2008-Apr-17,10178,5456,8258.4,45693.2,7647.21,11682.2,15101.1,16691.3,-2460.5,28524.3,146771
2008-Apr-18,10210.7,5485.76,8507.04,46392.4,7793.01,11603.4,15245.7,16983.7,-2514.65,28524.3,148231
2008-Apr-21,10117.8,5499.4,8478.18,46919.7,7793.01,11636.6,15197.5,17090.6,-2475.7,28524.3,148781
2008-Apr-22,10087.7,5456,8342.76,46941.9,7681.23,11566.1,15038.4,17005,-2441.5,28524.3,148202
2008-Apr-23,10102.8,5370.44,8347.2,46575.6,7678.8,11640.7,15086.6,17112,-2425.35,28524.3,148013
2008-Apr-24,10092.7,5292.32,8400.48,45354.6,7785.72,11657.4,15134.8,17318.8,-2512.75,28524.3,147048
2008-Apr-25,10125.3,5443.6,8518.14,45998.4,7863.48,11591,15332.4,17112,-2560.25,28524.3,147948
2008-Apr-28,10027.5,5412.6,8566.98,46076.1,7853.76,11661.5,15424,17112,-2566.9,28524.3,148092
2008-Apr-29,10075.1,5234.04,8487.06,45038.3,7916.94,11673.9,15255.3,17276,-2535.55,28524.3,146945
2008-Apr-30,10009.9,5246.44,8547,45371.2,7642.35,11474.8,15173.4,16969.4,-2527.95,28524.3,146431
2008-May-01,10127.8,5209.24,8796.25,42298.8,8315,12386,16084.1,17533.6,-2586.88,29001.8,147166
2008-May-02,10296,5262.56,8830.3,43097.6,8297.5,12368.4,16089.1,17526.5,-2604.74,29001.8,148165
2008-May-05,10147.9,5381.6,8807.6,43721.9,8205,12324.4,16043.9,17448.8,-2559.62,29001.8,148523
2008-May-06,10145.4,5425,8841.65,44880.4,8240,12403.6,16013.8,17660.9,-2586.88,29001.8,150026
2008-May-07,9992.31,5364.24,8705.45,44044.5,8085,12284.8,15873.2,17349.8,-2493.82,29001.8,148207
2008-May-08,10017.4,5456,8734.96,44928,8097.5,12320,15813,17378.1,-2443.06,29001.8,149304
2008-May-09,10050,5387.8,8680.48,44843.3,8050,12249.6,15797.9,17321.5,-2443.06,29001.8,148939
2008-May-12,10147.9,5498.16,8818.95,44594.7,8215,12386,15918.4,17604.3,-2472.2,29001.8,149713
2008-May-13,10132.9,5529.16,8877.97,45324.7,8245,12342,15767.8,17604.3,-2449.64,29001.8,150376
2008-May-14,10170.5,5560.16,8887.05,44806.3,8337.5,12390.4,15898.3,17639.7,-2466.56,29001.8,150225
2008-May-15,10160.5,5623.4,8939.26,45398.8,8417.5,12540,15853.2,17979,-2491,29001.8,151422
2008-May-16,10235.8,5692.84,8916.56,47054.5,8360,12535.6,15913.4,17936.6,-2480.66,29001.8,153167
2008-May-19,10351.2,5677.96,9016.44,47345.5,8362.5,12606,16013.8,18028.5,-2457.16,29001.8,153947
2008-May-20,10421.5,5707.72,8873.43,47816.3,8232.5,12416.8,15968.6,17745.7,-2399.82,29001.8,153785
2008-May-21,10368.8,5540.32,8723.61,47107.5,8057.5,12289.2,15828.1,17279.1,-2338.72,29001.8,151857
2008-May-22,10429,5515.52,8703.18,46419.8,8022.5,12421.2,15998.7,17342.7,-2351.88,29001.8,151503
2008-May-23,10268.4,5439.88,8578.33,45631.5,7925,12355.2,15737.7,17307.4,-2317.1,29001.8,149928
2008-May-27,10321.1,5415.08,8669.13,45335.3,7985,12390.4,15803,17590.2,-2329.32,29001.8,150182
2008-May-28,10328.7,5550.24,8728.15,46292.8,7985,12408,15787.9,17689.1,-2316.16,29001.8,151456
2008-May-29,10439.1,5513.04,8762.2,45028.5,8140,12456.4,16129.3,17816.4,-2357.52,29001.8,150929
2008-May-30,10368.8,5519.24,8816.68,45494,8077.5,12535.6,16104.2,17922.5,-2327.44,29001.8,151513
2008-Jun-02,10211.5,5344.57,8895.81,44639.2,7997.5,12397.4,16040.2,17043.2,-2512.17,30930,150987
2008-Jun-03,10121.9,5350.62,8865.78,43679.4,8007.5,12463.2,16146.5,16947.7,-2503.93,30930,150009
2008-Jun-04,10243.9,5327.63,8831.13,43029.2,8055,12454.4,16151.5,16981.8,-2488.48,30930,149516
2008-Jun-05,10365.9,5506.71,8895.81,45273.8,8160,12581.7,16293.2,17329.6,-2537.92,30930,152799
2008-Jun-06,10094.5,5344.57,8549.31,44386.3,7815,12270.1,15898.5,16859,-2402.99,30930,149744
2008-Jun-09,10251.3,5425.64,8637.09,45691.8,7810,12313.9,15812.5,16824.9,-2370.03,30930,151327
2008-Jun-10,10241.4,5356.67,8586.27,44566.9,7840,12335.9,15660.7,16749.9,-2377.24,30930,149891
2008-Jun-11,10231.4,5261.08,8424.57,44840.4,7675,12270.1,15503.8,16320.3,-2308.23,30930,149148
2008-Jun-12,10189.1,5258.66,8454.6,44159.3,7737.5,12353.5,15372.3,16504.4,-2371.06,30930,148588
2008-Jun-13,10281.2,5389.34,8551.62,44685.6,7930,12344.7,15615.2,16681.7,-2408.14,30930,150001
2008-Jun-16,10291.2,5384.5,8505.42,44845.6,7905,12213,15665.8,16722.6,-2430.8,30930,150032
2008-Jun-17,10348.4,5413.54,8486.94,45588.6,7825,12173.5,15625.3,16654.4,-2359.73,30930,150686
2008-Jun-18,10308.6,5377.24,8364.51,45764,7652.5,12037.4,15448.2,16477.1,-2320.59,30930,150039
2008-Jun-19,10321.1,5386.92,8473.08,44665,7750,12076.9,15468.4,16538.5,-2345.31,30930,149265
2008-Jun-20,10126.8,5253.82,8292.9,44247,7495,11888.1,15180,16197.5,-2284.54,31366.2,147763
2008-Jun-23,10248.8,5287.7,8309.07,45996.2,7365,11844.2,15291.3,16047.5,-2212.44,31366.2,149544
2008-Jun-24,10164.2,5187.27,8209.74,45124.2,7395,11883.7,15347,16027,-2238.19,31366.2,148466
2008-Jun-25,10283.7,5203,8149.68,44953.9,7450,12151.5,15519,16163.4,-2233.04,31366.2,149007
2008-Jun-26,9977.43,5074.74,8015.7,44628.8,7275,11782.8,15205.3,15856.5,-2152.7,31366.2,147030
2008-Jun-27,9892.77,5069.9,7784.7,45021,7152.5,11659.8,15306.5,15645.1,-2118.71,31366.2,146780
2008-Jun-30,10134.3,5049.33,7856.31,45655.7,7120,11743.2,15473.5,15624.6,-2086.78,31366.2,147936
2008-Jul-01,17754.9,2990.08,8735.43,43003.4,5314.68,12130.9,15779.3,16675.8,-5100.32,30638.2,147922
2008-Jul-02,17707.2,2862.33,8468.15,41706.3,5256.09,12117.3,15670.9,16455.9,-5022.51,30638.2,145860
2008-Jul-03,17524.9,2879.85,8586.37,41091.6,5301.45,12108.2,15738,16382.6,-5004.94,30638.2,145246
2008-Jul-07,17351.3,2894.45,8576.09,40060.7,5240.97,12230.8,15634.8,16565.8,-4839.28,30638.2,144354
2008-Jul-08,17442.5,2863.79,8773.98,39397.6,5377.05,12389.7,16047.6,16734.4,-5153.03,30638.2,144512
2008-Jul-09,17650.8,2868.9,8529.83,38647.4,5263.65,12267.1,16125,16235.9,-4859.36,30638.2,143367
2008-Jul-10,17694.2,2879.85,8660.9,39833.2,5171.04,12357.9,16212.7,16441.2,-4824.22,30638.2,145065
2008-Jul-11,17559.6,2877.66,8504.13,39591.2,5063.31,12226.2,15903.1,16287.3,-4688.68,30638.2,143962
2008-Jul-14,17438.1,2909.78,8542.68,39852.6,5036.85,12235.3,16011.5,16162.6,-4447.72,30638.2,144380
2008-Jul-15,17316.6,2881.31,8373.06,38173.1,5036.85,12212.6,16088.9,16126,-4309.67,30638.2,142537
2008-Jul-16,16973.7,2892.26,8565.81,37190.6,5239.08,12367,16202.4,16360.6,-4874.42,30638.2,141555
2008-Jul-17,16704.7,2910.51,8802.25,36580.7,5263.65,12389.7,16362.4,16529.1,-5085.26,30638.2,141096
2008-Jul-18,16722,2890.8,8815.1,37219.6,5426.19,12180.8,16357.2,16712.4,-5188.17,30638.2,141774
2008-Jul-21,17017.1,2950.66,8822.81,38332.8,5329.8,12153.6,16068.2,16382.6,-5208.25,30638.2,142487
2008-Jul-22,16960.7,2955.04,8930.75,37059.9,5471.55,12367,16290.1,16294.6,-5644.99,30638.2,141323
2008-Jul-23,16548.4,2917.81,9000.14,35714.4,5577.39,12453.2,16362.4,16587.8,-5637.46,30638.2,140162
2008-Jul-24,16522.4,2844.08,8776.55,35627.2,5458.32,12376,16346.9,16162.6,-5258.45,30638.2,139494
2008-Jul-25,16322.7,2848.46,8858.79,35724,5373.27,12307.9,16444.9,16389.9,-5238.37,30638.2,139670
2008-Jul-28,16361.8,2844.81,8655.76,35864.4,5246.64,12203.5,16310.8,16045.4,-4992.39,30638.2,139179
2008-Jul-29,16383.5,2901.02,8982.15,35438.5,5433.75,12489.5,16475.9,16367.9,-5396.5,30638.2,139714
2008-Jul-30,16704.7,2969.64,9087.52,37548.7,5428.08,12634.8,16470.7,16477.8,-5479.33,30638.2,142481
2008-Jul-31,16526.7,2947.74,8809.96,36009.6,5392.17,12439.6,16486.2,16382.6,-5429.13,30638.2,140204
2008-Aug-01,9432.45,2894.45,8459.75,42030.3,4294,21059.5,15220.8,16133,-6380.85,26362.4,139506
2008-Aug-04,9330.45,2768.89,8422.7,40052.8,4325.92,21252,15350.4,16213.3,-6327.75,26362.4,137751
2008-Aug-05,9406.95,2801.01,8657.35,40352.3,4518.96,21621.6,15849.6,16519.9,-6649.3,26362.4,139441
2008-Aug-06,9457.95,2828.75,8822.84,41273.3,4496.16,21852.6,15912,16753.5,-6581.45,26362.4,141178
2008-Aug-07,9450.3,2819.99,8526.44,40793,4408,21429.1,15720,16724.3,-6256.95,26362.4,139977
2008-Aug-08,9478.35,2808.31,8820.37,40103.7,4617.76,21875.7,15993.6,17045.5,-6472.3,26362.4,140633
2008-Aug-11,9582.9,2811.96,8842.6,40086.7,4759.12,22068.2,16008,17155,-6581.45,26362.4,141096
2008-Aug-12,9470.7,2835.32,8756.15,40109.3,4696.8,22222.2,15974.4,17191.5,-6248.1,26362.4,141371
2008-Aug-13,9470.7,2896.64,8724.04,41527.5,4620.8,21998.9,15984,17125.8,-6068.15,26362.4,142643
2008-Aug-14,9389.1,2890.8,8756.15,40764.8,4690.72,22099,15974.4,17257.2,-6256.95,26362.4,141928
2008-Aug-15,9422.25,2872.55,8805.55,40002,4745.44,22314.6,16132.8,17322.9,-6301.2,26362.4,141679
2008-Aug-18,9435,2846.27,8706.75,39493.5,4664.88,22222.2,15998.4,17103.9,-6059.3,26362.4,140774
2008-Aug-19,9486,2828.75,8598.07,40911.7,4578.24,21921.9,15926.4,16804.6,-5882.3,26362.4,141536
2008-Aug-20,9521.7,2878.39,8528.91,42092.5,4522,21929.6,15825.6,16841.1,-6003.25,26362.4,142499
2008-Aug-21,9613.5,2903.21,8548.67,43149.1,4558.48,21690.9,15724.8,16775.4,-5894.1,26362.4,143432
2008-Aug-22,9651.75,2901.75,8716.63,42160.3,4664.88,22083.6,15988.8,17009,-6118.3,26362.4,143421
2008-Aug-25,9549.75,2838.97,8580.78,41612.3,4534.16,21729.4,15729.6,16790,-5902.95,26362.4,141824
2008-Aug-26,9654.3,2854.3,8578.31,42459.8,4569.12,21644.7,15710.4,16724.3,-5950.15,26362.4,142607
2008-Aug-27,9723.15,2880.58,8603.01,43132.1,4582.8,21744.8,15734.4,16884.9,-6065.2,26362.4,143583
2008-Aug-28,9738.45,2921.46,8795.67,42375,4689.2,21883.4,15825.6,16987.1,-6310.05,26362.4,143268
2008-Aug-29,9603.3,2901.75,8699.34,42177.3,4636,21667.8,15652.8,16607.5,-6318.9,26362.4,141989
2008-Sep-02,9634.8,2906.25,8525.66,39931.3,4447.3,21451.3,15396.1,16309,-6494.28,27499.5,139607
2008-Sep-03,9481.99,2891.25,8462.74,39778.5,4470.18,21293,15486,16092.7,-6595.94,27499.5,138860
2008-Sep-04,9362.85,2788.5,8172.34,38884.2,4321.46,21157.2,15145.5,15515.9,-6273.02,27499.5,136574
2008-Sep-05,9166.01,2791.5,8169.92,38725.7,4330.04,21353.3,15065.1,15515.9,-6500.26,27499.5,136117
2008-Sep-08,9396.52,2786.25,8300.6,38459.7,4525.95,21805.7,15315.7,15703.4,-6781.32,27499.5,137012
2008-Sep-09,9101.26,2697.75,8056.18,35799.5,4440.15,21692.6,15183.3,15429.4,-6347.77,27499.5,133552
2008-Sep-10,9202.27,2721,8090.06,37208.8,4394.39,21843.4,15121.8,15357.3,-6270.03,27499.5,135169
2008-Sep-11,9274.79,2767.5,8276.4,37740.9,4461.6,21933.9,15183.3,15609.6,-6413.55,27499.5,136334
2008-Sep-12,9448.32,2856,8254.62,39014.4,4461.6,21979.1,15325.2,15681.8,-6323.85,27499.5,138197
2008-Sep-15,9119.39,2737.5,7923.08,36025.9,4311.45,21715.2,14899.5,14924.7,-5707.91,27499.5,133448
2008-Sep-16,8982.12,2767.5,7947.28,37548.4,4340.05,21715.2,14875.9,15205.9,-6135.48,27499.5,134746
2008-Sep-17,8547,2715.75,7678.66,36761.7,4168.45,20938.6,14639.4,14362.3,-5546.45,27499.5,131765
2008-Sep-18,8860.39,2715,7835.96,37859.7,4275.7,21074.3,14828.6,14975.2,-5982.99,27499.5,133941
2008-Sep-19,9065,2871,8012.62,40327.5,4318.6,20885.8,14923.1,15032.9,-6691.62,27976.5,136721
2008-Sep-22,8839.67,2834.25,7799.66,39620,4141.28,20772.7,14568.4,14643.5,-6144.45,27976.5,135052
2008-Sep-23,8686.86,2768.25,7627.84,38312.5,4082.65,20493.7,14223.1,14636.3,-6126.51,27976.5,132681
2008-Sep-24,8767.15,2713.5,7610.9,38425.7,4068.35,20456,14355.6,14672.4,-6057.74,27976.5,132988
2008-Sep-25,8940.68,2706,7671.4,39365.3,4141.28,20961.2,14615.7,14924.7,-6225.18,27976.5,135078
2008-Sep-26,8943.27,2643,7639.94,38318.2,4182.75,20885.8,14587.3,14996.8,-6395.61,27976.5,133778
2008-Sep-29,8474.48,2452.5,7381,33761.9,3903.9,20101.6,14260.9,13699,-5552.43,27976.5,126459
2008-Sep-30,8606.57,2505,7453.6,35827.8,3989.7,20810.4,14213.6,14311.9,-5947.11,27976.5,129748
2008-Oct-01,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-02,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-03,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-06,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-07,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-08,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-09,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-10,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-13,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-14,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-15,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-16,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-17,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-20,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-21,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-22,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-23,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-24,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-27,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-28,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-29,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-30,0,0,0,0,0,0,0,0,0,129261,129261
2008-Oct-31,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-03,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-04,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-05,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-06,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-07,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-10,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-11,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-12,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-13,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-14,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-17,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-18,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-19,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-20,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-21,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-24,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-25,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-26,0,0,0,0,0,0,0,0,0,129261,129261
2008-Nov-28,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-01,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-02,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-03,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-04,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-05,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-08,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-09,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-10,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-11,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-12,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-15,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-16,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-17,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-18,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-19,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-22,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-23,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-24,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-26,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-29,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-30,0,0,0,0,0,0,0,0,0,129261,129261
2008-Dec-31,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-02,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-05,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-06,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-07,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-08,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-09,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-12,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-13,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-14,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-15,0,0,0,0,0,0,0,0,0,129261,129261
2009-Jan-16,0,0,0,0,0,0,0,0,0,129261,129261
