Date,ACWIexUS,ACWIexUS #,SP500TR,SP500TR #,USBond,USBond #,Cash,Total
1973-Dec-31,0,0,0,0,0,0,100000,100000
1974-Jan-01,0,0,0,0,98940,970,1060,100000
1974-Jan-02,0,0,0,0,98940,970,1060,100000
1974-Jan-03,0,0,0,0,98940,970,1060,100000
1974-Jan-04,0,0,0,0,98940,970,1060,100000
1974-Jan-05,0,0,0,0,98940,970,1060,100000
1974-Jan-06,0,0,0,0,98940,970,1060,100000
1974-Jan-07,0,0,0,0,98940,970,1060,100000
1974-Jan-08,0,0,0,0,98940,970,1060,100000
1974-Jan-09,0,0,0,0,98940,970,1060,100000
1974-Jan-10,0,0,0,0,98940,970,1060,100000
1974-Jan-11,0,0,0,0,98940,970,1060,100000
1974-Jan-12,0,0,0,0,98940,970,1060,100000
1974-Jan-13,0,0,0,0,98940,970,1060,100000
1974-Jan-14,0,0,0,0,98940,970,1060,100000
1974-Jan-15,0,0,0,0,98940,970,1060,100000
1974-Jan-16,0,0,0,0,98940,970,1060,100000
1974-Jan-17,0,0,0,0,98940,970,1060,100000
1974-Jan-18,0,0,0,0,98940,970,1060,100000
1974-Jan-19,0,0,0,0,98940,970,1060,100000
1974-Jan-20,0,0,0,0,98940,970,1060,100000
1974-Jan-21,0,0,0,0,98940,970,1060,100000
1974-Jan-22,0,0,0,0,98940,970,1060,100000
1974-Jan-23,0,0,0,0,98940,970,1060,100000
1974-Jan-24,0,0,0,0,98940,970,1060,100000
1974-Jan-25,0,0,0,0,98940,970,1060,100000
1974-Jan-26,0,0,0,0,98940,970,1060,100000
1974-Jan-27,0,0,0,0,98940,970,1060,100000
1974-Jan-28,0,0,0,0,98940,970,1060,100000
1974-Jan-29,0,0,0,0,98940,970,1060,100000
1974-Jan-30,0,0,0,0,98940,970,1060,100000
1974-Jan-31,0,0,0,0,98940,970,1060,100000
1974-Feb-01,0,0,0,0,98940,970,1060,100000
1974-Feb-02,0,0,0,0,98940,970,1060,100000
1974-Feb-03,0,0,0,0,98940,970,1060,100000
1974-Feb-04,0,0,0,0,98940,970,1060,100000
1974-Feb-05,0,0,0,0,98940,970,1060,100000
1974-Feb-06,0,0,0,0,98940,970,1060,100000
1974-Feb-07,0,0,0,0,98940,970,1060,100000
1974-Feb-08,0,0,0,0,98940,970,1060,100000
1974-Feb-09,0,0,0,0,98940,970,1060,100000
1974-Feb-10,0,0,0,0,98940,970,1060,100000
1974-Feb-11,0,0,0,0,98940,970,1060,100000
1974-Feb-12,0,0,0,0,98940,970,1060,100000
1974-Feb-13,0,0,0,0,98940,970,1060,100000
1974-Feb-14,0,0,0,0,98940,970,1060,100000
1974-Feb-15,0,0,0,0,98940,970,1060,100000
1974-Feb-16,0,0,0,0,98940,970,1060,100000
1974-Feb-17,0,0,0,0,98940,970,1060,100000
1974-Feb-18,0,0,0,0,98940,970,1060,100000
1974-Feb-19,0,0,0,0,98940,970,1060,100000
1974-Feb-20,0,0,0,0,98940,970,1060,100000
1974-Feb-21,0,0,0,0,98940,970,1060,100000
1974-Feb-22,0,0,0,0,98940,970,1060,100000
1974-Feb-23,0,0,0,0,98940,970,1060,100000
1974-Feb-24,0,0,0,0,98940,970,1060,100000
1974-Feb-25,0,0,0,0,98940,970,1060,100000
1974-Feb-26,0,0,0,0,98940,970,1060,100000
1974-Feb-27,0,0,0,0,98940,970,1060,100000
1974-Feb-28,0,0,0,0,98940,970,1060,100000
1974-Mar-01,0,0,0,0,98866.5,970,1060,99926.5
1974-Mar-02,0,0,0,0,98792.9,970,1060,99852.9
1974-Mar-03,0,0,0,0,98719.4,970,1060,99779.4
1974-Mar-04,0,0,0,0,98645.9,970,1060,99705.9
1974-Mar-05,0,0,0,0,98572.3,970,1060,99632.3
1974-Mar-06,0,0,0,0,98498.8,970,1060,99558.8
1974-Mar-07,0,0,0,0,98425.3,970,1060,99485.3
1974-Mar-08,0,0,0,0,98351.7,970,1060,99411.7
1974-Mar-09,0,0,0,0,98278.2,970,1060,99338.2
1974-Mar-10,0,0,0,0,98204.7,970,1060,99264.7
1974-Mar-11,0,0,0,0,98131.1,970,1060,99191.1
1974-Mar-12,0,0,0,0,98057.6,970,1060,99117.6
1974-Mar-13,0,0,0,0,97984.1,970,1060,99044.1
1974-Mar-14,0,0,0,0,97910.5,970,1060,98970.5
1974-Mar-15,0,0,0,0,97837,970,1060,98897
1974-Mar-16,0,0,0,0,97763.5,970,1060,98823.5
1974-Mar-17,0,0,0,0,97690,970,1060,98750
1974-Mar-18,0,0,0,0,97616.4,970,1060,98676.4
1974-Mar-19,0,0,0,0,97542.9,970,1060,98602.9
1974-Mar-20,0,0,0,0,97469.4,970,1060,98529.4
1974-Mar-21,0,0,0,0,97395.8,970,1060,98455.8
1974-Mar-22,0,0,0,0,97322.3,970,1060,98382.3
1974-Mar-23,0,0,0,0,97248.8,970,1060,98308.8
1974-Mar-24,0,0,0,0,97175.2,970,1060,98235.2
1974-Mar-25,0,0,0,0,97101.7,970,1060,98161.7
1974-Mar-26,0,0,0,0,97028.2,970,1060,98088.2
1974-Mar-27,0,0,0,0,96954.6,970,1060,98014.6
1974-Mar-28,0,0,0,0,96881.1,970,1060,97941.1
1974-Mar-29,0,0,0,0,96807.6,970,1060,97867.6
1974-Mar-30,0,0,0,0,96734,970,1060,97794
1974-Mar-31,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-01,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-02,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-03,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-04,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-05,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-06,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-07,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-08,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-09,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-10,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-11,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-12,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-13,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-14,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-15,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-16,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-17,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-18,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-19,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-20,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-21,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-22,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-23,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-24,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-25,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-26,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-27,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-28,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-29,0,0,0,0,96660.5,970,1060,97720.5
1974-Apr-30,0,0,0,0,96660.5,970,1060,97720.5
1974-May-01,0,0,0,0,96660.5,970,1060,97720.5
1974-May-02,0,0,0,0,96660.5,970,1060,97720.5
1974-May-03,0,0,0,0,96660.5,970,1060,97720.5
1974-May-04,0,0,0,0,96660.5,970,1060,97720.5
1974-May-05,0,0,0,0,96660.5,970,1060,97720.5
1974-May-06,0,0,0,0,96660.5,970,1060,97720.5
1974-May-07,0,0,0,0,96660.5,970,1060,97720.5
1974-May-08,0,0,0,0,96660.5,970,1060,97720.5
1974-May-09,0,0,0,0,96660.5,970,1060,97720.5
1974-May-10,0,0,0,0,96660.5,970,1060,97720.5
1974-May-11,0,0,0,0,96660.5,970,1060,97720.5
1974-May-12,0,0,0,0,96660.5,970,1060,97720.5
1974-May-13,0,0,0,0,96660.5,970,1060,97720.5
1974-May-14,0,0,0,0,96660.5,970,1060,97720.5
1974-May-15,0,0,0,0,96660.5,970,1060,97720.5
1974-May-16,0,0,0,0,96660.5,970,1060,97720.5
1974-May-17,0,0,0,0,96660.5,970,1060,97720.5
1974-May-18,0,0,0,0,96660.5,970,1060,97720.5
1974-May-19,0,0,0,0,96660.5,970,1060,97720.5
1974-May-20,0,0,0,0,96660.5,970,1060,97720.5
1974-May-21,0,0,0,0,96660.5,970,1060,97720.5
1974-May-22,0,0,0,0,96660.5,970,1060,97720.5
1974-May-23,0,0,0,0,96660.5,970,1060,97720.5
1974-May-24,0,0,0,0,96660.5,970,1060,97720.5
1974-May-25,0,0,0,0,96660.5,970,1060,97720.5
1974-May-26,0,0,0,0,96660.5,970,1060,97720.5
1974-May-27,0,0,0,0,96660.5,970,1060,97720.5
1974-May-28,0,0,0,0,96660.5,970,1060,97720.5
1974-May-29,0,0,0,0,96660.5,970,1060,97720.5
1974-May-30,0,0,0,0,96660.5,970,1060,97720.5
1974-May-31,0,0,0,0,96660.5,970,1060,97720.5
1974-Jun-01,0,0,0,0,96493.3,970,1060,97553.3
1974-Jun-02,0,0,0,0,96326.2,970,1060,97386.2
1974-Jun-03,0,0,0,0,96159,970,1060,97219
1974-Jun-04,0,0,0,0,95991.8,970,1060,97051.8
1974-Jun-05,0,0,0,0,95824.7,970,1060,96884.7
1974-Jun-06,0,0,0,0,95657.5,970,1060,96717.5
1974-Jun-07,0,0,0,0,95490.4,970,1060,96550.4
1974-Jun-08,0,0,0,0,95323.2,970,1060,96383.2
1974-Jun-09,0,0,0,0,95156,970,1060,96216
1974-Jun-10,0,0,0,0,94988.9,970,1060,96048.9
1974-Jun-11,0,0,0,0,94821.7,970,1060,95881.7
1974-Jun-12,0,0,0,0,94654.5,970,1060,95714.5
1974-Jun-13,0,0,0,0,94487.4,970,1060,95547.4
1974-Jun-14,0,0,0,0,94320.2,970,1060,95380.2
1974-Jun-15,0,0,0,0,94153.1,970,1060,95213.1
1974-Jun-16,0,0,0,0,93985.9,970,1060,95045.9
1974-Jun-17,0,0,0,0,93818.7,970,1060,94878.7
1974-Jun-18,0,0,0,0,93651.6,970,1060,94711.6
1974-Jun-19,0,0,0,0,93484.4,970,1060,94544.4
1974-Jun-20,0,0,0,0,93317.2,970,1060,94377.2
1974-Jun-21,0,0,0,0,93150.1,970,1060,94210.1
1974-Jun-22,0,0,0,0,92982.9,970,1060,94042.9
1974-Jun-23,0,0,0,0,92815.7,970,1060,93875.7
1974-Jun-24,0,0,0,0,92648.6,970,1060,93708.6
1974-Jun-25,0,0,0,0,92481.4,970,1060,93541.4
1974-Jun-26,0,0,0,0,92314.3,970,1060,93374.3
1974-Jun-27,0,0,0,0,92147.1,970,1060,93207.1
1974-Jun-28,0,0,0,0,91979.9,970,1060,93039.9
1974-Jun-29,0,0,0,0,91812.8,970,1060,92872.8
1974-Jun-30,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-01,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-02,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-03,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-04,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-05,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-06,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-07,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-08,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-09,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-10,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-11,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-12,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-13,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-14,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-15,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-16,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-17,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-18,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-19,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-20,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-21,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-22,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-23,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-24,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-25,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-26,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-27,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-28,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-29,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-30,0,0,0,0,91645.6,970,1060,92705.6
1974-Jul-31,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-01,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-02,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-03,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-04,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-05,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-06,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-07,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-08,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-09,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-10,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-11,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-12,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-13,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-14,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-15,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-16,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-17,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-18,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-19,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-20,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-21,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-22,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-23,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-24,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-25,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-26,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-27,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-28,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-29,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-30,0,0,0,0,91645.6,970,1060,92705.6
1974-Aug-31,0,0,0,0,91645.6,970,1060,92705.6
1974-Sep-01,0,0,0,0,91558.6,970,1060,92618.6
1974-Sep-02,0,0,0,0,91471.6,970,1060,92531.6
1974-Sep-03,0,0,0,0,91384.7,970,1060,92444.7
1974-Sep-04,0,0,0,0,91297.7,970,1060,92357.7
1974-Sep-05,0,0,0,0,91210.7,970,1060,92270.7
1974-Sep-06,0,0,0,0,91123.7,970,1060,92183.7
1974-Sep-07,0,0,0,0,91036.8,970,1060,92096.8
1974-Sep-08,0,0,0,0,90949.8,970,1060,92009.8
1974-Sep-09,0,0,0,0,90862.8,970,1060,91922.8
1974-Sep-10,0,0,0,0,90775.8,970,1060,91835.8
1974-Sep-11,0,0,0,0,90688.9,970,1060,91748.9
1974-Sep-12,0,0,0,0,90601.9,970,1060,91661.9
1974-Sep-13,0,0,0,0,90514.9,970,1060,91574.9
1974-Sep-14,0,0,0,0,90427.9,970,1060,91487.9
1974-Sep-15,0,0,0,0,90341,970,1060,91401
1974-Sep-16,0,0,0,0,90254,970,1060,91314
1974-Sep-17,0,0,0,0,90167,970,1060,91227
1974-Sep-18,0,0,0,0,90080,970,1060,91140
1974-Sep-19,0,0,0,0,89993,970,1060,91053
1974-Sep-20,0,0,0,0,89906.1,970,1060,90966.1
1974-Sep-21,0,0,0,0,89819.1,970,1060,90879.1
1974-Sep-22,0,0,0,0,89732.1,970,1060,90792.1
1974-Sep-23,0,0,0,0,89645.1,970,1060,90705.1
1974-Sep-24,0,0,0,0,89558.2,970,1060,90618.2
1974-Sep-25,0,0,0,0,89471.2,970,1060,90531.2
1974-Sep-26,0,0,0,0,89384.2,970,1060,90444.2
1974-Sep-27,0,0,0,0,89297.2,970,1060,90357.2
1974-Sep-28,0,0,0,0,89210.3,970,1060,90270.3
1974-Sep-29,0,0,0,0,89123.3,970,1060,90183.3
1974-Sep-30,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-01,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-02,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-03,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-04,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-05,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-06,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-07,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-08,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-09,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-10,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-11,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-12,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-13,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-14,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-15,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-16,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-17,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-18,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-19,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-20,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-21,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-22,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-23,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-24,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-25,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-26,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-27,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-28,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-29,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-30,0,0,0,0,89036.3,970,1060,90096.3
1974-Oct-31,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-01,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-02,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-03,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-04,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-05,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-06,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-07,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-08,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-09,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-10,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-11,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-12,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-13,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-14,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-15,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-16,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-17,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-18,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-19,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-20,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-21,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-22,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-23,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-24,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-25,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-26,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-27,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-28,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-29,0,0,0,0,89036.3,970,1060,90096.3
1974-Nov-30,0,0,0,0,89036.3,970,1060,90096.3
1974-Dec-01,0,0,0,0,89204.3,970,1060,90264.3
1974-Dec-02,0,0,0,0,89372.4,970,1060,90432.4
1974-Dec-03,0,0,0,0,89540.4,970,1060,90600.4
1974-Dec-04,0,0,0,0,89708.4,970,1060,90768.4
1974-Dec-05,0,0,0,0,89876.4,970,1060,90936.4
1974-Dec-06,0,0,0,0,90044.5,970,1060,91104.5
1974-Dec-07,0,0,0,0,90212.5,970,1060,91272.5
1974-Dec-08,0,0,0,0,90380.5,970,1060,91440.5
1974-Dec-09,0,0,0,0,90548.6,970,1060,91608.6
1974-Dec-10,0,0,0,0,90716.6,970,1060,91776.6
1974-Dec-11,0,0,0,0,90884.6,970,1060,91944.6
1974-Dec-12,0,0,0,0,91052.6,970,1060,92112.6
1974-Dec-13,0,0,0,0,91220.7,970,1060,92280.7
1974-Dec-14,0,0,0,0,91388.7,970,1060,92448.7
1974-Dec-15,0,0,0,0,91556.7,970,1060,92616.7
1974-Dec-16,0,0,0,0,91724.8,970,1060,92784.8
1974-Dec-17,0,0,0,0,91892.8,970,1060,92952.8
1974-Dec-18,0,0,0,0,92060.8,970,1060,93120.8
1974-Dec-19,0,0,0,0,92228.9,970,1060,93288.9
1974-Dec-20,0,0,0,0,92396.9,970,1060,93456.9
1974-Dec-21,0,0,0,0,92564.9,970,1060,93624.9
1974-Dec-22,0,0,0,0,92732.9,970,1060,93792.9
1974-Dec-23,0,0,0,0,92901,970,1060,93961
1974-Dec-24,0,0,0,0,93069,970,1060,94129
1974-Dec-25,0,0,0,0,93237,970,1060,94297
1974-Dec-26,0,0,0,0,93405.1,970,1060,94465.1
1974-Dec-27,0,0,0,0,93573.1,970,1060,94633.1
1974-Dec-28,0,0,0,0,93741.1,970,1060,94801.1
1974-Dec-29,0,0,0,0,93909.1,970,1060,94969.1
1974-Dec-30,0,0,0,0,94077.2,970,1060,95137.2
1974-Dec-31,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-01,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-02,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-03,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-04,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-05,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-06,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-07,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-08,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-09,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-10,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-11,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-12,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-13,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-14,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-15,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-16,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-17,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-18,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-19,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-20,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-21,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-22,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-23,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-24,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-25,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-26,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-27,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-28,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-29,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-30,0,0,0,0,94245.2,970,1060,95305.2
1975-Jan-31,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-01,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-02,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-03,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-04,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-05,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-06,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-07,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-08,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-09,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-10,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-11,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-12,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-13,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-14,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-15,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-16,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-17,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-18,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-19,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-20,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-21,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-22,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-23,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-24,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-25,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-26,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-27,0,0,0,0,94245.2,970,1060,95305.2
1975-Feb-28,0,0,0,0,94245.2,970,1060,95305.2
1975-Mar-01,0,0,0,0,94408.2,970,1060,95468.2
1975-Mar-02,0,0,0,0,94571.2,970,1060,95631.2
1975-Mar-03,0,0,0,0,94734.3,970,1060,95794.3
1975-Mar-04,0,0,0,0,94897.3,970,1060,95957.3
1975-Mar-05,0,0,0,0,95060.3,970,1060,96120.3
1975-Mar-06,0,0,0,0,95223.3,970,1060,96283.3
1975-Mar-07,0,0,0,0,95386.4,970,1060,96446.4
1975-Mar-08,0,0,0,0,95549.4,970,1060,96609.4
1975-Mar-09,0,0,0,0,95712.4,970,1060,96772.4
1975-Mar-10,0,0,0,0,95875.4,970,1060,96935.4
1975-Mar-11,0,0,0,0,96038.4,970,1060,97098.4
1975-Mar-12,0,0,0,0,96201.5,970,1060,97261.5
1975-Mar-13,0,0,0,0,96364.5,970,1060,97424.5
1975-Mar-14,0,0,0,0,96527.5,970,1060,97587.5
1975-Mar-15,0,0,0,0,96690.5,970,1060,97750.5
1975-Mar-16,0,0,0,0,96853.6,970,1060,97913.6
1975-Mar-17,0,0,0,0,97016.6,970,1060,98076.6
1975-Mar-18,0,0,0,0,97179.6,970,1060,98239.6
1975-Mar-19,0,0,0,0,97342.6,970,1060,98402.6
1975-Mar-20,0,0,0,0,97505.7,970,1060,98565.7
1975-Mar-21,0,0,0,0,97668.7,970,1060,98728.7
1975-Mar-22,0,0,0,0,97831.7,970,1060,98891.7
